account_id,segment,subscription_type,plan_tier,tenure_months,mrr,bundles_contracted,extra_users,renewal_due_days,subscription_status,renewed_last_quarter,renewal_intent,in_grace_period,login_count_30d,tool_activity_score,usage_change_vs_prev_quarter,feature_adoption_score,key_reports_used_30d,days_since_last_login,emails_with_csm_30d,csm_meetings_last_quarter,strategic_review_done,success_plan_active,tickets_last_quarter,reopened_tickets,avg_resolution_days,csat_support,sentiment_csm,sentiment_support,feedback_count_90d,feature_requests_count_90d,data_recalculation_requests_90d,critical_feedback_count_90d,unresolved_feedback_count,avg_unresolved_feedback_age_days,roadmap_alignment_score,feedback_sentiment_score,competitor_mentioned_in_feedback,feedback_linked_to_renewal,bugs_reported_90d,critical_bugs_reported_90d,open_bugs_count,stuck_bugs_count,avg_bug_resolution_days,oldest_open_bug_days,bug_reopen_count,data_accuracy_bug_flag,workaround_available_flag,bug_sentiment_score,bug_linked_to_renewal_flag,churn_label
ACC-01927,Mid-Market,Custom,Business,11,776.21,2,12,110,Grace Period,0,negative,1,8,0,4.8,12.6,7,60,4,2,0,0,3,2,5.1,3.9,0.73,-0.21,4,0,1,2,2,70.7,40.8,0.1,0,0,1,0,0,0,11.8,0,0,0,1,-0.08,0,0
ACC-01928,SMB,Monthly,Pro,10,721.18,1,4,14,Grace Period,1,negative,1,13,55.1,-9.1,25.6,4,27,0,1,0,0,2,0,1.4,5.0,-0.12,0.2,2,0,0,0,0,0.0,62.8,0.65,1,0,0,0,0,0,0.0,0,0,0,1,0.02,0,0
ACC-01929,SMB,Monthly,Business,23,88.07,1,14,39,Grace Period,1,negative,1,36,71.8,22.6,62.0,15,12,3,0,0,1,4,1,4.4,3.6,0.46,0.32,2,1,0,0,0,0.0,60.3,0.33,0,0,7,0,2,0,11.4,35,0,0,1,0.63,0,0
ACC-01930,SMB,Monthly,Business,31,203.73,3,0,212,Active,1,positive,0,50,63.1,55.2,78.7,21,7,2,1,0,0,6,0,7.3,3.7,0.63,-0.12,3,1,0,0,1,20.2,73.1,-0.03,0,0,3,0,1,0,3.6,45,0,0,1,0.41,0,0
ACC-01931,SMB,Monthly,Starter,16,129.96,2,1,158,Active,0,neutral,0,32,67.8,-4.8,69.1,15,28,1,2,1,1,3,1,7.1,3.6,0.89,0.24,0,0,0,0,0,0.0,65.4,0.51,0,0,3,1,1,0,4.4,28,0,0,1,0.06,0,0
ACC-01932,SMB,Monthly,Pro,14,150.66,2,7,21,Grace Period,1,neutral,1,41,62.4,44.9,77.4,23,18,7,2,0,0,5,1,5.6,3.9,1,-0.04,0,0,0,0,0,0.0,69.5,0.93,0,0,2,1,1,0,5.3,57,0,0,1,-0.2,0,0
ACC-01933,Enterprise,Custom,Business,54,1482.67,4,11,1,Grace Period,0,negative,1,21,43.3,-33.0,13.6,9,36,7,1,1,0,7,1,6.6,3.3,0.04,-0.22,4,2,2,1,2,95.9,44.5,-0.28,0,1,4,0,1,0,4.1,40,0,0,0,-0.5,0,1
ACC-01934,Enterprise,Custom,Pro,27,3282.58,1,0,23,Renewal Pending,0,negative,0,21,13.5,20.0,16.9,7,50,7,4,1,0,4,2,6.9,3.3,0.07,0.06,2,2,1,0,1,69.9,81.2,-0.04,1,0,2,0,1,0,6.5,30,0,0,1,0.81,0,0
ACC-01935,Mid-Market,Annual,Pro,5,664.94,1,0,142,Active,0,neutral,0,43,66.8,25.7,33.4,15,15,3,2,0,1,5,1,8.0,3.5,0.32,-0.33,4,0,0,1,2,80.3,67.2,0.39,0,1,2,0,0,0,2.2,0,0,0,1,0.16,0,0
ACC-01936,Mid-Market,Monthly,Business,2,1038.9,2,25,72,Active,0,negative,0,15,31.1,-64.0,15.1,4,46,4,3,1,0,1,1,1.5,5.0,0.96,-0.31,2,0,1,0,1,51.2,56.9,-0.18,0,1,1,1,0,0,10.3,0,0,1,1,0.33,0,1
ACC-01937,SMB,Monthly,Pro,6,138.97,1,2,16,Renewal Pending,1,neutral,0,53,100,-4.0,78.6,23,15,2,4,0,1,2,1,3.7,3.7,0.53,0.07,3,2,1,0,1,20.3,89.8,0.83,0,0,1,1,0,0,10.7,0,0,0,1,-0.13,1,0
ACC-01938,Enterprise,Annual,Enterprise,41,1571.66,4,9,68,Active,1,negative,0,12,35.3,-20.5,14.7,11,24,8,3,1,0,5,0,4.4,3.4,-0.22,-0.0,3,3,2,1,1,78.7,68.3,-0.16,0,0,2,0,1,0,1.5,18,0,0,1,0.1,0,0
ACC-01939,Mid-Market,Custom,Business,42,402.66,2,17,365,Active,1,neutral,0,45,82.4,-1.3,61.2,18,17,5,1,0,1,2,1,2.5,3.9,0.58,0.42,4,1,0,0,1,60.3,91.3,0.25,0,0,4,0,1,0,2.5,40,0,0,1,0.6,0,0
ACC-01940,Enterprise,Annual,Business,16,3088.24,4,36,40,Renewal Pending,0,negative,0,32,66.1,-28.6,55.7,14,20,12,2,1,1,2,1,3.5,3.7,0.71,-0.48,4,2,0,0,1,48.1,66.1,0.47,0,0,3,0,1,0,9.5,52,1,0,0,-0.35,0,0
ACC-01941,Mid-Market,Annual,Business,2,438.05,4,2,198,Grace Period,1,positive,1,70,95.9,-0.1,72.6,26,5,4,0,0,1,2,0,0.9,3.9,0.36,0.36,1,1,1,0,0,0.0,59.3,0.29,0,0,1,0,0,0,1.1,0,0,0,1,0.64,0,0
ACC-01942,SMB,Monthly,Starter,32,133.39,2,1,56,Active,0,negative,0,38,52.2,-11.0,31.8,10,35,4,0,1,1,3,1,5.7,2.8,0.41,-0.02,3,2,3,1,1,38.8,59.2,-0.46,0,0,5,2,2,0,4.7,43,0,1,1,-0.04,1,0
ACC-01943,Enterprise,Annual,Business,57,1618.27,3,1,13,Renewal Pending,1,neutral,0,55,60.5,-7.5,51.8,14,21,4,3,1,0,3,1,4.6,4.0,0.99,0.25,1,0,1,0,0,0.0,90.8,0.5,0,0,7,0,2,0,10.9,61,0,1,1,0.14,0,0
ACC-01944,SMB,Annual,Starter,12,690.77,3,2,2,Renewal Pending,1,negative,0,28,40.7,-19.0,45.3,10,25,2,3,1,0,4,2,6.4,3.0,0.29,0.07,4,1,2,0,1,51.6,49.3,-0.0,0,0,4,0,2,1,3.6,93,2,0,1,-0.59,0,1
ACC-01945,SMB,Monthly,Starter,27,347.13,1,2,15,Grace Period,0,negative,1,63,91.3,0.8,95.0,15,7,4,0,0,0,0,0,3.7,4.0,0.02,0.57,3,1,0,1,1,33.9,52.7,0.36,0,1,3,0,1,0,0.5,18,0,0,1,0.15,1,0
ACC-01946,SMB,Annual,Business,32,579.91,1,2,124,Active,1,neutral,0,49,76.2,1.0,60.3,22,3,1,1,0,1,3,1,0.2,3.9,0.82,0.72,5,1,0,2,2,84.9,52.1,0.09,0,0,3,0,1,0,11.5,27,0,0,1,0.05,0,0
ACC-01947,Enterprise,Annual,Enterprise,18,4096.79,5,91,24,Renewal Pending,1,negative,0,44,66.8,-23.4,91.3,17,21,2,4,1,1,5,0,8.3,3.4,0.43,-0.23,6,0,2,0,2,49.0,71.4,0.57,0,1,6,0,3,1,9.3,107,0,0,1,-0.64,1,0
ACC-01948,SMB,Annual,Starter,15,66.96,2,0,99,Active,0,negative,0,44,50.2,4.4,54.6,14,4,4,0,1,0,5,0,0.5,4.2,0.22,0.11,6,2,0,1,3,99.3,34.4,-0.21,0,0,0,0,0,0,0.0,0,0,0,1,0.4,0,0
ACC-01949,SMB,Annual,Starter,12,110.67,2,0,109,Active,0,neutral,0,30,42.8,27.6,62.5,15,19,2,1,0,0,3,0,2.1,3.4,0.15,0.16,1,1,0,0,0,0.0,69.5,0.05,0,0,4,1,1,0,6.7,6,1,0,1,-0.35,1,0
ACC-01950,SMB,Monthly,Starter,6,121.49,1,0,118,Active,1,negative,0,11,0,-18.5,0,6,40,2,0,1,0,6,2,5.6,2.5,0.06,-0.42,3,2,1,0,1,27.3,67.4,0.29,0,0,2,0,1,0,11.1,44,1,0,1,-0.04,0,0
ACC-01951,Enterprise,Annual,Enterprise,31,3433.86,7,126,15,Renewal Pending,0,negative,0,25,44.1,3.7,59.0,18,38,6,3,1,0,2,1,1.2,4.2,0.32,0.61,3,1,2,0,1,54.5,85.8,-0.01,0,0,1,0,0,0,7.6,0,0,0,1,0.04,0,0
ACC-01952,Mid-Market,Annual,Business,29,1721.37,5,6,161,Active,0,neutral,0,15,32.1,-30.6,39.9,9,19,2,1,0,1,2,0,0.2,4.5,0.37,0.53,3,1,3,0,1,77.8,64.2,0.44,0,0,0,0,0,0,0.0,0,0,1,1,0.65,0,0
ACC-01953,SMB,Monthly,Starter,32,77.3,1,0,28,Renewal Pending,1,neutral,0,44,89.2,0.6,70.8,14,24,7,1,0,0,11,3,8.6,3.3,0.54,-0.51,5,0,2,1,2,71.7,44.7,0.34,1,1,6,1,2,1,4.6,61,0,0,1,-0.37,0,0
ACC-01954,Enterprise,Annual,Business,7,1499.77,4,21,110,Active,0,neutral,0,56,91.3,6.7,71.4,19,15,10,1,0,0,4,0,2.2,4.5,0.72,0.24,3,3,1,1,1,57.1,65.2,-0.17,0,0,4,1,1,0,7.8,24,1,0,1,0.51,0,0
ACC-01955,SMB,Annual,Starter,14,393.55,1,0,100,Active,1,neutral,0,34,77.8,9.9,69.7,15,17,3,1,0,0,3,0,3.4,4.7,0.76,-0.16,5,2,0,1,2,71.3,51.8,0.75,0,0,2,0,0,0,0.5,0,0,0,1,0.02,0,0
ACC-01956,Mid-Market,Annual,Business,19,394.32,3,28,33,Grace Period,1,negative,1,43,54.0,25.8,27.8,17,24,4,0,0,0,4,1,0.9,4.0,0.15,-0.13,3,2,0,3,1,35.8,30.1,0.9,0,0,1,0,0,0,1.5,0,0,0,1,0.55,0,0
ACC-01957,SMB,Monthly,Pro,17,217.19,2,11,43,Renewal Pending,0,neutral,0,39,75.8,4.4,74.3,26,14,5,1,0,0,9,2,6.5,4.0,0.2,0.02,4,4,0,3,1,19.5,31.8,-0.25,1,0,1,0,0,0,1.3,0,0,0,1,0.34,0,0
ACC-01958,Mid-Market,Annual,Business,23,1097.99,2,10,62,Active,1,neutral,0,51,97.0,22.7,60.8,20,13,3,0,1,0,4,1,1.7,3.9,-0.29,-0.13,2,1,1,0,1,72.2,65.0,-0.13,0,0,2,0,1,0,17.7,34,1,0,1,0.1,0,0
ACC-01959,SMB,Monthly,Starter,19,437.82,1,0,177,Active,1,negative,0,19,49.2,-44.0,18.7,8,28,2,0,0,0,3,0,2.4,4.8,0.37,0.42,4,2,0,1,2,76.3,18.4,-0.37,0,0,0,0,0,0,0.0,0,0,0,1,0.31,0,0
ACC-01960,SMB,Monthly,Pro,7,155.49,1,3,151,Active,1,negative,0,32,59.7,-4.6,45.3,7,20,0,3,1,0,2,1,5.2,3.7,0.34,-0.06,3,1,1,0,1,52.0,82.7,0.24,0,0,1,1,0,0,13.5,0,0,0,1,-0.18,0,0
ACC-01961,Mid-Market,Annual,Enterprise,35,1294.68,3,99,26,Renewal Pending,1,negative,0,22,57.4,-40.8,24.5,13,28,2,3,1,0,2,0,5.7,3.5,0.53,0.13,3,3,0,2,1,31.0,58.3,0.69,0,0,3,2,1,0,10.1,43,0,0,1,-0.2,0,1
ACC-01962,Enterprise,Annual,Business,3,10842.17,2,18,39,Renewal Pending,0,negative,0,18,41.9,1.2,28.2,4,23,4,2,1,1,5,0,0.2,4.0,-0.39,0.73,2,1,2,0,1,32.3,45.7,0.3,0,0,3,0,1,0,4.3,24,2,0,1,0.52,0,0
ACC-01963,Mid-Market,Monthly,Business,19,1454.12,3,13,111,Active,1,positive,0,60,100,27.8,66.3,15,6,1,2,0,1,6,0,1.8,5.0,0.53,-0.05,1,1,0,0,0,0.0,69.1,0.51,0,0,1,0,0,0,0.5,0,0,0,1,-0.13,0,0
ACC-01964,Enterprise,Custom,Enterprise,11,18227.7,5,0,31,Renewal Pending,0,neutral,0,47,61.7,-1.4,62.9,18,3,8,3,0,0,6,1,5.5,3.2,0.55,0.38,3,0,2,1,1,56.4,72.6,0.38,0,1,3,1,1,0,13.5,15,1,1,1,0.36,1,0
ACC-01965,SMB,Monthly,Pro,16,185.65,4,0,239,Active,1,neutral,0,44,64.2,-3.7,42.3,10,15,0,0,1,0,3,1,5.9,3.4,0.69,0.56,3,1,0,1,1,43.9,52.8,0.34,0,1,1,0,0,0,6.3,0,0,1,0,-0.38,1,1
ACC-01966,SMB,Monthly,Pro,18,66.63,4,7,32,Renewal Pending,0,neutral,0,55,94.8,-6.9,73.5,30,17,3,3,0,1,3,2,11.5,4.0,0.93,-0.27,6,0,1,0,2,43.4,50.8,0.5,0,1,3,0,1,0,0.5,40,1,0,1,0.0,0,0
ACC-01967,Mid-Market,Annual,Business,23,1072.82,3,9,104,Active,1,neutral,0,44,56.6,-12.4,43.9,15,28,4,0,1,0,5,0,2.4,4.0,0.29,0.45,4,1,0,0,1,44.0,60.2,1,0,0,5,2,2,1,13.0,62,0,1,1,-0.37,1,1
ACC-01968,SMB,Monthly,Pro,15,167.43,2,4,9,Renewal Pending,0,negative,0,30,52.5,24.1,51.5,16,26,5,1,1,0,4,0,4.0,4.0,-0.0,0.35,5,3,4,2,2,75.5,53.5,-0.27,0,1,1,1,0,0,16.4,0,1,0,1,-0.51,0,0
ACC-01969,SMB,Annual,Pro,5,125.86,2,0,63,Active,0,neutral,0,37,66.8,-0.8,67.7,11,18,7,1,0,0,5,1,5.1,3.9,0.17,-0.41,2,0,1,0,1,39.8,94.2,0.3,0,0,2,1,1,0,3.0,38,0,0,1,-0.55,0,0
ACC-01970,Mid-Market,Monthly,Pro,9,1012.5,3,0,64,Active,0,neutral,0,37,62.6,-17.8,53.2,17,22,3,0,0,1,4,0,0.8,3.7,0.16,-0.24,3,0,0,2,1,70.9,100,0.77,0,1,3,0,1,0,15.5,12,0,0,1,-0.22,0,0
ACC-01971,SMB,Monthly,Pro,8,118.16,1,5,365,Active,1,neutral,0,22,41.1,6.1,37.1,7,21,0,0,0,0,4,0,2.8,4.2,0.32,0.64,1,1,0,1,0,0.0,58.6,0.17,0,0,1,0,0,0,10.4,0,0,0,1,0.31,0,0
ACC-01972,Mid-Market,Annual,Pro,17,1426.1,4,3,4,Renewal Pending,1,neutral,0,34,86.1,4.0,63.9,9,1,3,3,0,1,1,0,5.5,3.6,0.62,-0.1,0,0,0,0,0,0.0,91.8,0.47,0,1,2,0,1,0,0.5,27,0,0,0,-0.02,0,0
ACC-01973,Enterprise,Custom,Enterprise,31,7237.5,3,114,32,Renewal Pending,0,negative,0,35,56.8,-8.4,43.9,17,15,5,4,0,1,2,0,5.7,4.0,0.09,0.22,2,0,1,0,0,0.0,74.6,0.56,0,0,5,1,2,1,9.1,122,2,0,1,-0.28,0,0
ACC-01974,SMB,Annual,Pro,4,281.75,2,6,260,Active,1,neutral,0,38,54.7,0.2,38.7,10,21,2,0,0,1,6,0,2.6,4.2,0.16,-0.31,3,0,1,2,2,51.7,29.8,0.21,0,0,0,0,0,0,0.0,0,0,0,1,0.74,0,0
ACC-01975,SMB,Annual,Starter,10,113.7,2,2,26,Renewal Pending,1,neutral,0,36,35.4,1.1,38.6,15,23,2,2,1,1,0,0,2.9,4.5,0.75,0.3,2,2,0,0,1,66.2,76.8,0.33,1,1,1,0,0,0,7.6,0,0,0,1,0.32,1,0
ACC-01976,Enterprise,Custom,Business,20,2853.47,2,6,90,Active,1,neutral,0,34,71.5,-2.9,22.6,13,25,7,3,1,1,2,0,0.9,3.4,0.13,0.15,2,0,0,0,0,0.0,87.9,0.8,0,0,2,0,1,0,4.5,48,0,0,1,-0.26,0,0
ACC-01977,Enterprise,Custom,Enterprise,53,6542.53,6,0,107,Active,0,negative,0,29,34.0,-42.1,36.5,11,19,4,3,1,0,6,0,2.9,3.7,0.36,0.32,2,2,1,0,1,50.3,56.5,-0.08,0,0,3,1,1,0,8.1,17,1,0,1,0.18,0,0
ACC-01978,Mid-Market,Monthly,Business,15,511.09,4,2,100,Grace Period,1,neutral,1,40,48.6,-6.2,93.6,24,2,5,2,1,1,5,0,1.1,4.0,0.62,0.08,3,0,1,1,1,39.9,73.7,0.55,0,0,2,1,1,0,7.7,30,1,0,0,0.14,0,0
ACC-01979,SMB,Monthly,Business,25,551.17,3,17,207,Active,0,neutral,0,24,27.4,-46.2,44.0,10,36,0,1,0,0,0,0,0.2,4.3,0.71,0.7,7,2,2,0,3,105.1,60.3,0.35,0,0,2,0,0,0,2.4,0,0,0,0,0.06,0,0
ACC-01980,Mid-Market,Annual,Enterprise,20,1190.53,5,48,46,Active,0,neutral,0,37,63.8,18.7,67.4,18,12,1,5,1,1,7,2,3.7,3.5,-0.16,-0.61,0,0,0,0,0,0.0,69.4,0.67,0,0,2,0,1,0,6.5,49,0,0,1,0.21,0,0
ACC-01981,SMB,Custom,Starter,14,151.79,1,1,90,Active,1,neutral,0,36,78.8,70.8,65.6,18,13,2,2,0,1,2,0,2.8,4.7,1,-0.02,4,0,1,1,1,62.8,51.3,0.32,0,0,3,1,1,0,5.3,42,0,0,0,-0.15,0,0
ACC-01982,Mid-Market,Annual,Business,8,254.91,3,8,365,Active,0,neutral,0,39,58.5,8.9,48.7,16,31,2,1,1,0,6,0,4.4,4.6,0.65,0.29,2,1,0,1,1,40.3,33.9,0.09,0,1,2,0,0,0,0.5,0,0,0,1,0.12,0,0
ACC-01983,Enterprise,Annual,Enterprise,14,2590.53,2,24,168,Active,1,neutral,0,35,71.7,7.4,52.1,17,9,4,2,1,1,2,0,1.9,4.3,0.81,0.35,1,1,0,0,0,0.0,61.3,0.21,0,0,1,0,0,0,1.2,0,1,0,1,0.17,0,0
ACC-01984,Enterprise,Annual,Business,31,4749.48,4,7,17,Renewal Pending,0,negative,0,35,63.5,-22.9,67.2,18,28,6,2,1,0,6,1,8.4,2.4,-0.35,-0.02,3,1,1,1,1,56.0,70.6,0.33,0,0,2,0,1,0,11.8,48,0,0,1,-0.96,0,0
ACC-01985,Mid-Market,Custom,Business,18,378.63,4,0,143,Active,1,negative,0,46,85.0,31.4,62.8,22,23,2,1,1,0,4,1,6.3,3.4,0.31,-0.55,5,4,1,2,2,71.6,8.0,-0.49,0,1,3,1,2,1,7.4,116,0,1,1,-0.4,0,0
ACC-01986,Mid-Market,Annual,Enterprise,34,1063.92,7,95,52,Active,0,neutral,0,35,50.9,-35.4,54.0,19,7,4,4,1,0,1,1,4.7,4.5,-0.1,0.23,4,3,0,1,1,61.5,89.8,0.01,1,0,4,1,2,1,6.6,90,1,0,1,-0.52,0,0
ACC-01987,SMB,Monthly,Business,25,172.01,4,5,17,Renewal Pending,1,negative,0,11,23.4,-14.8,0,5,24,3,1,1,0,4,1,6.3,4.2,0.24,0.11,1,1,1,0,0,0.0,75.7,0.25,0,0,4,3,2,1,16.4,88,2,1,0,-0.86,1,1
ACC-01988,Mid-Market,Annual,Pro,37,467.32,3,0,52,Active,0,neutral,0,35,57.1,14.4,61.4,11,17,2,5,0,0,2,0,3.2,3.4,0.67,0.57,0,0,0,0,0,0.0,73.8,0.47,0,0,0,0,0,0,0.0,0,0,0,1,-0.05,0,0
ACC-01989,SMB,Monthly,Business,23,64.81,3,25,73,Active,0,neutral,0,37,57.4,-4.2,66.4,21,13,3,3,1,1,6,4,10.3,2.7,0.17,-0.58,4,3,3,1,2,76.1,64.9,0.14,0,1,3,1,1,0,10.5,51,1,0,0,-0.56,0,0
ACC-01990,SMB,Monthly,Pro,36,167.42,2,11,85,Active,0,negative,0,39,47.7,10.5,54.2,9,15,2,2,0,0,3,1,0.2,3.5,0.39,0.24,2,2,1,1,1,44.5,62.7,0.27,0,1,3,0,1,0,4.6,39,1,1,1,-0.74,0,1
ACC-01991,SMB,Monthly,Pro,1,72.81,1,0,129,Active,0,neutral,0,18,38.1,-23.0,9.3,4,30,3,0,1,0,0,0,1.2,4.5,0.25,0.47,3,2,0,0,1,64.0,74.9,0.18,0,0,1,0,0,0,5.1,0,0,0,1,0.33,0,0
ACC-01992,Mid-Market,Monthly,Business,49,596.75,3,18,214,Active,1,negative,0,17,15.5,-44.8,34.0,14,27,1,1,0,1,6,0,4.6,3.6,0.52,0.58,3,1,2,0,1,74.6,41.8,-0.01,1,0,6,1,3,1,7.0,121,1,0,0,0.03,0,1
ACC-01993,SMB,Monthly,Starter,5,172.35,1,0,14,Renewal Pending,1,neutral,0,44,65.7,17.8,42.2,15,13,2,3,1,0,2,1,3.2,3.7,-0.27,0.72,6,1,1,1,2,76.3,69.4,0.23,0,0,2,0,1,0,12.7,27,0,0,1,0.34,0,1
ACC-01994,SMB,Monthly,Starter,25,141.37,1,0,103,Active,1,negative,0,15,19.9,-16.1,14.0,3,41,5,3,1,0,5,0,0.2,3.3,0.6,0.34,1,0,0,0,0,0.0,58.0,0.23,0,0,1,1,0,0,8.2,0,1,0,1,-0.09,0,0
ACC-01995,Mid-Market,Annual,Enterprise,14,1391.64,6,0,129,Active,1,neutral,0,24,51.8,30.4,54.9,16,15,4,2,1,0,1,0,2.4,5.0,0.76,0.15,2,0,1,0,0,0.0,45.0,0.44,0,0,4,0,1,0,5.4,20,0,0,1,-0.55,0,0
ACC-01996,Mid-Market,Annual,Pro,2,606.38,1,0,7,Renewal Pending,0,negative,0,41,77.3,-14.8,64.6,17,33,3,1,0,0,6,2,4.5,3.7,-0.51,-0.34,2,2,1,2,1,81.3,18.2,-0.58,0,1,3,0,1,0,8.1,46,0,0,1,0.56,0,1
ACC-01997,SMB,Monthly,Starter,27,251.54,1,1,37,Renewal Pending,1,negative,0,38,60.5,-9.2,41.7,16,25,1,1,0,0,4,0,10.1,3.5,0.51,0.01,2,2,1,0,0,0.0,61.8,-0.17,0,0,6,0,3,1,9.6,95,1,0,0,-1,1,1
ACC-01998,Mid-Market,Annual,Business,36,850.69,4,16,7,Renewal Pending,0,neutral,0,25,15.2,-13.3,31.4,12,22,6,3,1,0,1,0,3.7,4.7,0.52,0.18,1,0,1,0,0,0.0,82.6,0.77,0,0,0,0,0,0,0.0,0,0,0,1,0.23,0,0
ACC-01999,Mid-Market,Annual,Business,12,749.26,3,8,37,Renewal Pending,1,neutral,0,38,58.2,-47.6,50.3,9,24,9,3,1,1,1,0,1.9,4.4,0.87,0.19,3,3,0,1,1,44.8,54.7,-0.08,0,1,2,0,0,0,0.5,0,0,0,1,-0.41,0,0
ACC-02000,Enterprise,Annual,Business,27,4246.8,1,9,35,Grace Period,1,neutral,1,46,56.4,-17.9,68.0,11,6,3,2,0,0,4,1,6.1,4.1,-0.19,0.08,3,3,3,0,1,103.3,59.5,0.23,0,0,1,0,0,0,8.2,0,0,0,1,0.45,0,0
ACC-02001,Mid-Market,Custom,Business,29,1055.89,3,1,13,Renewal Pending,0,neutral,0,36,82.8,-20.4,94.2,17,16,2,0,0,0,2,0,2.4,3.8,-0.05,0.41,2,0,1,0,0,0.0,69.7,0.71,1,0,4,0,1,0,4.6,30,0,0,1,0.15,0,0
ACC-02002,Enterprise,Annual,Enterprise,12,2269.4,5,13,36,Grace Period,1,negative,1,33,86.7,40.1,63.0,18,12,9,3,0,0,4,1,3.2,4.4,0.72,0.16,1,1,1,1,0,0.0,61.0,0.56,0,0,1,0,0,0,3.0,0,1,0,1,-0.08,0,0
ACC-02003,Mid-Market,Annual,Pro,55,585.04,1,9,133,Active,1,neutral,0,42,88.0,56.0,98.5,25,5,6,0,0,1,5,0,4.3,4.4,0.39,-0.19,4,1,0,0,1,49.8,75.1,0.33,0,0,9,0,3,1,1.9,108,2,0,1,-0.04,0,0
ACC-02004,Mid-Market,Annual,Starter,36,1379.52,1,0,172,Active,0,negative,0,19,17.4,15.6,24.6,5,23,4,1,0,1,5,1,7.0,3.3,0.89,-0.58,3,1,1,0,1,50.9,59.0,0.7,0,0,3,0,1,0,0.5,13,1,0,0,-0.41,0,0
ACC-02005,Mid-Market,Annual,Pro,38,627.37,3,7,145,Active,1,neutral,0,43,84.0,-16.4,80.0,16,7,4,3,1,1,2,0,1.0,4.4,0.52,0.25,3,1,0,0,1,48.7,59.9,0.45,0,0,4,0,1,0,7.3,35,0,0,1,-0.05,0,0
ACC-02006,Enterprise,Annual,Enterprise,3,3520.85,5,66,70,Active,1,neutral,0,51,95.8,6.2,95.8,21,0,7,1,1,1,1,0,3.8,4.1,0.45,0.17,4,3,0,0,1,39.1,80.6,0.48,0,0,0,0,0,0,0.0,0,0,1,1,0.42,0,0
ACC-02007,Mid-Market,Monthly,Pro,34,844.29,3,0,11,Renewal Pending,0,neutral,0,38,66.3,-23.8,45.1,18,21,8,5,1,0,0,0,3.3,4.1,1,0.74,2,0,1,0,0,0.0,67.3,0.88,0,0,1,0,0,0,1.9,0,0,0,1,-0.05,0,0
ACC-02008,SMB,Monthly,Pro,16,145.08,1,0,208,Grace Period,1,neutral,1,39,57.9,-33.7,59.6,15,17,4,1,0,0,4,1,7.0,4.1,0.65,-0.04,0,0,0,0,0,0.0,67.7,0.5,0,0,1,0,0,0,1.6,0,0,0,1,0.0,0,0
ACC-02009,SMB,Annual,Pro,7,349.68,2,0,38,Grace Period,1,neutral,1,56,86.0,-4.1,79.6,22,0,3,2,0,0,5,0,0.2,5.0,-0.05,0.39,1,1,1,0,0,0.0,63.3,0.25,0,0,2,1,0,0,4.3,0,0,0,1,0.13,0,0
ACC-02010,SMB,Annual,Pro,40,211.85,3,1,63,Active,1,neutral,0,42,64.3,17.2,68.6,19,15,6,0,1,0,1,1,4.2,3.5,-0.0,0.34,3,3,0,0,1,45.7,55.5,0.63,0,0,2,2,0,0,4.1,0,0,0,0,-0.24,0,0
ACC-02011,SMB,Annual,Starter,2,399.88,2,1,250,Active,0,positive,0,56,85.4,-8.5,56.3,16,19,2,1,0,1,0,0,2.6,4.8,1,0.95,3,0,0,0,0,0.0,100,0.32,0,0,1,0,0,0,5.3,0,0,0,0,-0.11,0,0
ACC-02012,Mid-Market,Annual,Pro,16,2859.9,2,2,12,Grace Period,0,negative,1,44,78.2,32.5,65.4,16,31,3,2,1,0,10,3,7.9,3.1,0.93,-0.51,5,1,1,1,2,95.1,34.2,0.24,0,0,2,0,1,0,10.8,52,0,0,1,0.02,0,0
ACC-02013,SMB,Annual,Starter,12,171.57,2,0,91,Active,0,negative,0,28,54.3,-5.7,36.3,17,39,4,3,0,0,3,2,3.2,3.9,0.31,-0.33,8,3,4,4,5,130.3,2.5,-0.51,0,0,3,0,1,0,6.5,42,0,0,0,-0.08,0,0
ACC-02014,SMB,Annual,Business,8,128.55,3,5,4,Renewal Pending,1,neutral,0,31,73.9,-31.6,47.9,13,15,3,3,0,0,0,0,5.8,4.9,-0.27,0.02,4,1,0,1,1,64.3,63.4,0.46,0,0,1,0,0,0,1.5,0,0,0,0,-0.17,0,0
ACC-02015,SMB,Annual,Starter,21,295.84,1,0,20,Renewal Pending,0,negative,0,23,40.8,17.3,37.8,11,22,6,3,0,1,1,0,0.8,3.9,0.51,0.19,5,1,1,0,2,48.7,71.8,0.86,0,1,1,0,0,0,2.5,0,1,0,0,0.02,0,0
ACC-02016,SMB,Annual,Starter,5,168.12,2,0,222,Active,1,neutral,0,33,38.0,10.9,58.8,18,15,2,0,0,0,4,2,6.0,2.7,0.87,-1,1,0,1,0,0,0.0,70.8,0.27,0,0,5,2,3,1,16.9,103,3,1,1,-0.15,0,0
ACC-02017,Enterprise,Annual,Enterprise,35,2444.47,3,49,98,Grace Period,1,neutral,1,49,89.8,35.7,84.7,26,0,0,4,0,1,2,0,6.5,4.4,0.45,-0.23,1,1,1,1,0,0.0,67.0,0.34,0,0,7,0,2,0,5.6,57,2,0,0,-0.38,0,0
